BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
3278.982195,1,0,0,0,4431.586287,0,0,0,0.25,3,0,4500,3810.09665,1202.98256,0.083333,12
1356.785114,1,0,0,0,1397.221909,0,0,0,0.75,23,0,2500,461.602976,519.466863,0,12
1301.813081,1,0,0,0,101.766866,0,0,0,0.083333,1,0,1400,401.389799,418.773876,0,12
1857.961278,1,0,0,0,1005.292057,0,0,0,0.333333,13,0,2500,288.461702,814.423515,0,12
131.290079,1,359.44,0,359.44,0,0.666667,0,0.666667,0,0,8,1500,291.577497,165.879808,0.083333,12
916.749476,1,246.82,0,246.82,925.950908,1,0,0.916667,0.166667,8,19,1200,1411.984522,631.508634,0,12
59.831187,0.727273,532.68,0,532.68,39.325487,0.666667,0,0.666667,0.083333,1,8,6000,642.925821,115.36213,0.272727,12
12.65849,0.363636,166.32,0,166.32,0,0.333333,0,0.25,0,0,4,2500,420.051037,220.621064,1,12
1726.035224,1,1065.65,1065.65,0,3004.987382,0.333333,0.333333,0,0.5,18,9,3000,5807.675792,830.737525,0.083333,12
1430.681807,1,1916.04,656.6,1259.44,181.347255,1,0.333333,1,0.166667,2,38,1800,1625.672604,635.438391,0,12
38.915874,1,564,0,564,0,1,0,1,0,0,12,2000,551.4978,179.311685,1,12
955.184754,1,498.96,0,498.96,0,1,0,1,0,0,12,1000,764.604043,785.942834,0,12
5967.47527,0.833333,214.55,0,214.55,8555.409326,0.833333,0,0.666667,0.666667,13,5,9000,966.202912,861.949906,0,6
40.829749,1,113.28,0,113.28,0,1,0,0.833333,0,0,6,1000,94.488828,86.283101,0.25,6
5.871712,0.5,20.9,20.9,0,0,0.166667,0.166667,0,0,0,1,500,58.644883,43.473717,0,6
193.571722,0.833333,1012.73,1012.73,0,0,0.333333,0.333333,0,0,0,2,4000,0,,0,6
28.493517,1,291.12,0,291.12,0,1,0,0.833333,0,0,6,1000,325.594462,48.886365,0.5,6
19.183215,1,300,0,300,0,1,0,0.833333,0,0,6,1000,275.861322,,0,6
23.398673,0.833333,144.4,0,144.4,0,0.833333,0,0.666667,0,0,5,1000,81.270775,82.418369,0.25,6
13.457564,0.833333,0,0,0,36.558778,0,0,0,0.166667,2,0,500,52.549959,55.755628,0.25,6
372.708075,0.666667,1093.25,1093.25,0,127.040008,0.666667,0.666667,0,0.333333,2,23,1200,63.165404,88.288956,0,6
